name,x,y
"Moncure Volunteer Fire Department, Inc.",-79.0516325899999,35.6165367200001
"Moncure Volunteer Fire Department, Inc.",-79.0097194699999,35.5633065700001
Monroe Fire Department,-80.55155708,34.9841792
Monroe Fire Department,-80.52348775,34.9796033000001
Monroe Fire Department,-80.5656980799999,35.00711864
Monroe Fire Department,-80.61090344,35.02872868
Monroe Fire Department,-80.5423,35.0205
Monroe Fire Department,-80.592968,35.0665690000001
"Monroeton Volunteer Fire Department, Inc.",-79.7305459999999,36.2904120000001
"Monroeton Volunteer Fire Department, Inc.",-79.6912,36.2591
"Monticello Volunteer Fire Department, Inc.",-80.94350688,35.80663909
Mooresville Fire Department,-80.80687166,35.5859604
Mooresville Fire Department,-80.86898239,35.5919825500001
Mooresville Fire Department,-80.80893563,35.5519079700001
Mooresville Fire Department,-80.8266781899999,35.62298386
Mooresville Fire Department,-80.84287854,35.57673822
Mooresville Fire Department,-80.78293,35.6204500000001
"Moravian Falls Volunteer Fire Department, Inc.",-81.18239271,36.0930919300001
Morehead City Fire Department,-76.7216658899999,34.72337495
Morehead City Fire Department,-76.76604653,34.7265573
Morehead City Fire Department,-76.8183559999999,34.742826
Morganton Department Of Public Safety,-81.68725912,35.7507398500001
Morganton Department Of Public Safety,-81.73911802,35.7323345300001
Morganton Department Of Public Safety,-81.69291953,35.72530822
Moriah Volunteer Fire and Rescue Department,-78.82698006,36.2689384
Moriah Volunteer Fire and Rescue Department,-78.86201569,36.3167703300001
Morrisville Fire & Rescue Department,-78.8259425099999,35.82313057
Morrisville Fire & Rescue Department,-78.83541953,35.84556092
"Morven Volunteer Fire Department, Inc.",-79.9983,34.8634000000001
Mount Airy Fire Department,-80.60966397,36.49322669
Mount Airy Fire Department,-80.60531417,36.5149000000001
Mount Gilead Volunteer Fire Department,-80.00091953,35.21466494
Mount Holly Fire Department,-81.01308542,35.3048848
Mount Holly Fire Department,-81.02797125,35.2749124100001
Mount Holly Fire Department,-80.991730761,35.358008269
"Mount Mourne Volunteer Fire Department, Inc.",-80.84723522,35.53970794
Mount Olive Fire Department,-78.0644,35.1993000000001
Mount Pleasant Fire And Rescue Department,-80.4349,35.4005000000001
"Mountain Creek Fire Department, Inc.",-79.77450688,35.12592103
"Mountain Home Fire & Rescue Department, Inc.",-82.49346478,35.3720506700001
"Mountain Home Fire & Rescue Department, Inc.",-82.44980729,35.3669437500001
"Mountain Home Fire & Rescue Department, Inc.",-82.51459271,35.34835123
"Mountain Park Volunteer Fire Department, Incorporated",-80.85222834,36.3744259200001
"Mountain View Volunteer Fire Department of Catawba County, Inc.",-81.3405829,35.6730153
"Mountain View Volunteer Fire Department of Catawba County, Inc.",-81.4260336299999,35.66972944
"Mountain View Volunteer Fire Department of Catawba County, Inc.",-81.38598927,35.6755111200001
"Mountain View Volunteer Fire Department, Inc.",-81.1174,36.2487875200001
"Mountain View Volunteer Fire Department, Inc.",-81.1356,36.2998000000001
"Mountain/Valley Volunteer Fire & Rescue, Inc.",-83.3491999999999,35.2349
"Mountain/Valley Volunteer Fire & Rescue, Inc.",-83.3176,35.258
"Moyock Volunteer Fire Department and Rescue Squad, Inc.",-76.1741988799999,36.5236810600001
"Mt. Hope Community Fire Dept., Inc.",-79.6026888599999,35.9951819400001
"Mt. Mitchell Volunteer Fire Department, Inc.",-80.5509502,35.4970825300001
"Mulberry-Fairplains Volunteer Fire Department, Inc.",-81.1695,36.2226000000001
"Mulberry-Fairplains Volunteer Fire Department, Inc.",-81.231990621,36.2891620130001
Murfreesboro Fire Department,-77.09888972,36.4458050700001
Murphy Fire Department,-84.0377808699999,35.0847097400001
Murphy Fire Department,-84.02000315,35.10309561
Murphy Fire Department,-83.99575,35.12246
"N.W. Volunteer Fire/Rescue Department, Inc.",-78.14553567,34.2688773300001
"N.W. Volunteer Fire/Rescue Department, Inc.",-78.1598291,34.31391108
Nags Head Fire And Rescue,-75.61392834,35.93399536
Nags Head Fire And Rescue,-75.5852733099999,35.8862374400001
"Nahunta Volunteer Fire Department, Inc.",-78.0622249,35.50833799
"Nahunta Volunteer Fire Department, Inc.",-78.04839656,35.5844563700001
"Nakina Fire & Rescue Squad, Inc.",-78.6555,34.1028000000001
"Nakina Fire & Rescue Squad, Inc.",-78.64908239,34.0005822100001
"Nantahala Volunteer Fire and Rescue, Inc.",-83.62578315,35.20932401
"Nantahala Volunteer Fire and Rescue, Inc.",-83.63209398,35.25547276
Nashville Fire Department,-77.97077358,35.97084776
Nashville Fire Department,-77.9418039999999,35.96477
Navassa Volunteer Fire Department,-78.0096678099999,34.25648227
Navassa Volunteer Fire Department,-78.0444532399999,34.2966354500001
Nebo Volunteer Fire Department,-81.9311866899999,35.71373598
New Bern Fire Department,-77.0563317799999,35.10864015
New Bern Fire Department,-77.0224517199999,35.03397262
New Bern Fire Department,-77.09414595,35.1165297900001
New Hanover County Fire/Rescue,-77.91996245,34.2883041600001
New Hanover County Fire/Rescue,-77.97373714,34.2956772700001
New Hanover County Fire/Rescue,-77.9066,34.3398
New Hanover County Fire/Rescue,-77.7752336999999,34.29366564
New Hanover County Fire/Rescue,-77.8154249,34.27669752
New Hanover County Fire/Rescue,-77.86642606,34.29190665
New Hanover County Fire/Rescue,-77.8957493899999,34.13459971
New Hanover County Fire/Rescue,-77.90000688,34.0619377800001
"New Hope Fire Department, Inc.",-79.0295,35.97801
"New Hope Fire Department, Inc.",-79.0710605199999,36.01390868
"New Hope Volunteer Fire Department of Randolph County, Inc.",-80.0180590099999,35.5551138500001
"New Hope Volunteer Fire Department of Wayne County, Inc.",-77.8672999999999,35.3868000000001
"New Hope Volunteer Fire Department of Wayne County, Inc.",-77.82733204,35.4437018900001
"New Hope Volunteer Fire Department, Inc.",-81.07333603,35.2034474000001
"New London Volunteer Fire Department, Inc.",-80.21905172,35.44146993
"New River Volunteer Fire and Rescue Department, Inc.",-81.40921802,36.49326253
"New River Volunteer Fire and Rescue Department, Inc.",-81.41879155,36.5619719900001
"New Salem Volunteer Fire Department, Inc.",-80.3704382499999,35.13237716
"New Salem Volunteer Fire Department, Inc.",-80.44452029,35.1400482500001
"New Salem Volunteer Fire Department, Inc.",-80.42018583,35.0856253800001
"New Salem Volunteer Fire Department, Inc.",-80.33557627,35.1473197400001
"Newdale Volunteer Fire Department, Inc.",-82.196312,35.907614
"Newland Volunteer Fire Department, Incorporated",-81.9299030299999,36.08805606
Newport Fire Department,-76.8605497999999,34.7867017400001
Newport Fire Department,-76.93690692,34.8005697200001
Newton Fire Department,-81.2209245399999,35.66044442
Newton Fire Department,-81.22721417,35.68350043
Newton Fire Department,-81.26787166,35.6365348800001
Newton Grove Fire & Rescue,-78.35810729,35.2451479200001
"Nine Mile Volunteer Fire & Rescue, Inc.",-77.62767166,34.77702644
No 7 Township Fire and Rescue Dept of Craven County N C,-77.02347277,35.0722229300001
No 7 Township Fire and Rescue Dept of Craven County N C,-77.07313907,35.0661595
